"","id","experiment_id","channel_id","time","od_led","od_value","od_raw","od_repeats","intensity","flash","background","temperature","batchtime_h","od_corr"
"1",1,1,1,"2023-10-13 11:45:00",680,0,-0.00130615523084998,2,0,2998,1,21.856761932373,0,NA
"2",2,1,2,"2023-10-13 11:45:00",680,0.00230701686814427,0.00230701686814427,2,0,3005,1,21.856761932373,0,0.00113957809565696
"3",3,1,3,"2023-10-13 11:45:00",680,0,-0.00516172219067812,2,0,3048,1,21.856761932373,0,NA
"4",4,1,4,"2023-10-13 11:45:00",680,0,-0.0259779151529074,2,0,3170,1,21.856761932373,0,NA
"5",5,1,5,"2023-10-13 11:45:00",680,0.00101929029915482,0.00101929029915482,2,0,2980,1,21.856761932373,0,0.000228012065329602
"6",6,1,6,"2023-10-13 11:45:00",680,0,-0.00201262277550995,2,0,3029,1,21.856761932373,0,NA
"7",7,1,7,"2023-10-13 11:45:00",680,0.00422992696985602,0.00422992696985602,2,0,2964,1,21.856761932373,0,0.00286215133935497
"8",8,1,8,"2023-10-13 11:45:00",680,0.0756444931030273,0.0756444931030273,2,0,2508,1,21.856761932373,0,0.0706110942965622
"9",9,1,1,"2023-10-13 11:45:00",720,0.00379427266307175,0.00379427266307175,2,0,2964,1,21.856761932373,0,0.00279556710874923
"10",10,1,2,"2023-10-13 11:45:00",720,0.00290206889621913,0.00290206889621913,2,0,2984,1,21.856761932373,0,0.00187524445591563
"11",11,1,3,"2023-10-13 11:45:00",720,0.00436333706602454,0.00436333706602454,2,0,2972,1,21.856761932373,0,0.00340165726522661
"12",12,1,4,"2023-10-13 11:45:00",720,0,-0.0239739455282688,2,0,3185,1,21.856761932373,0,NA
"13",13,1,5,"2023-10-13 11:45:00",720,0.0010138675570488,0.0010138675570488,2,0,2996,1,21.856761932373,0,0.000244037562180136
"14",14,1,6,"2023-10-13 11:45:00",720,0,-0.00158211239613593,2,0,3026,1,21.856761932373,0,NA
"15",15,1,7,"2023-10-13 11:45:00",720,0.00409164652228355,0.00409164652228355,2,0,2959,1,21.856761932373,0,0.00311089365016477
"16",16,1,8,"2023-10-13 11:45:00",720,0.0583229772746563,0.0583229772746563,2,0,2624,1,21.856761932373,0,0.0609379547073604
"17",17,1,1,"2023-10-13 12:00:00",680,0,-0.00101623218506575,2,0,2996,1,21.889476776123,0.25,NA
"18",18,1,2,"2023-10-13 12:00:00",680,0.00216247839853168,0.00216247839853168,2,0,3006,1,21.889476776123,0.25,0.00102195451100396
"19",19,1,3,"2023-10-13 12:00:00",680,0,-0.00530423084273934,2,0,3049,1,21.889476776123,0.25,NA
"20",20,1,4,"2023-10-13 12:00:00",680,0,-0.0261149276047945,2,0,3171,1,21.889476776123,0.25,NA
"21",21,1,5,"2023-10-13 12:00:00",680,0.00101929029915482,0.00101929029915482,2,0,2980,1,21.889476776123,0.25,0.000228012065329602
"22",22,1,6,"2023-10-13 12:00:00",680,0,-0.00172569754067808,2,0,3027,1,21.889476776123,0.25,NA
"23",23,1,7,"2023-10-13 12:00:00",680,0.00408338941633701,0.00408338941633701,2,0,2965,1,21.889476776123,0.25,0.0027242128170888
"24",24,1,8,"2023-10-13 12:00:00",680,0.0754712894558907,0.0754712894558907,2,0,2509,1,21.889476776123,0.25,0.0704535276511071
"25",25,1,1,"2023-10-13 12:00:00",720,0.00394087051972747,0.00394087051972747,2,0,2963,1,21.889476776123,0.25,0.00295059745397699
"26",26,1,2,"2023-10-13 12:00:00",720,0.00304768793284893,0.00304768793284893,2,0,2983,1,21.889476776123,0.25,0.00202211197319666
"27",27,1,3,"2023-10-13 12:00:00",720,0.00421719811856747,0.00421719811856747,2,0,2973,1,21.889476776123,0.25,0.00324497054038002
"28",28,1,4,"2023-10-13 12:00:00",720,0,-0.0239739455282688,2,0,3185,1,21.889476776123,0.25,NA
"29",29,1,5,"2023-10-13 12:00:00",720,0.00130396790336818,0.00130396790336818,2,0,2994,1,21.889476776123,0.25,0.000438289064905012
"30",30,1,6,"2023-10-13 12:00:00",720,0,-0.00158211239613593,2,0,3026,1,21.889476776123,0.25,NA
"31",31,1,7,"2023-10-13 12:00:00",720,0.00423847557976842,0.00423847557976842,2,0,2958,1,21.889476776123,0.25,0.00326774325401442
"32",32,1,8,"2023-10-13 12:00:00",720,0.0579919442534447,0.0579919442534447,2,0,2626,1,21.889476776123,0.25,0.0605972936911789
"33",33,1,1,"2023-10-13 12:15:00",680,0,-0.00116119219455868,2,0,2997,1,21.922191619873,0.5,NA
"34",34,1,2,"2023-10-13 12:15:00",680,0.00201796204783022,0.00201796204783022,2,0,3007,1,21.922191619873,0.5,0.000907080717646105
"35",35,1,3,"2023-10-13 12:15:00",680,0,-0.00558910891413689,2,0,3051,1,21.922191619873,0.5,NA
"36",36,1,4,"2023-10-13 12:15:00",680,0,-0.0261149276047945,2,0,3171,1,21.922191619873,0.5,NA
"37",37,1,5,"2023-10-13 12:15:00",680,0.00101929029915482,0.00101929029915482,2,0,2980,1,21.922191619873,0.5,0.000228012065329602
"38",38,1,6,"2023-10-13 12:15:00",680,0,-0.00201262277550995,2,0,3029,1,21.922191619873,0.5,NA
"39",39,1,7,"2023-10-13 12:15:00",680,0.00393689936026931,0.00393689936026931,2,0,2966,1,21.922191619873,0.5,0.00258707179920304
"40",40,1,8,"2023-10-13 12:15:00",680,0.0752981677651405,0.0752981677651405,2,0,2510,1,21.922191619873,0.5,0.0702960192278398
"41",41,1,1,"2023-10-13 12:15:00",720,0.00394087051972747,0.00394087051972747,2,0,2963,1,21.922191619873,0.5,0.00295059745397699
"42",42,1,2,"2023-10-13 12:15:00",720,0.00333907245658338,0.00333907245658338,2,0,2981,1,21.922191619873,0.5,0.00232032483169815
"43",43,1,3,"2023-10-13 12:15:00",720,0.00392504082992673,0.00392504082992673,2,0,2975,1,21.922191619873,0.5,0.00293381666455879
"44",44,1,4,"2023-10-13 12:15:00",720,0,-0.023564524948597,2,0,3182,1,21.922191619873,0.5,NA
"45",45,1,5,"2023-10-13 12:15:00",720,0.00115888053551316,0.00115888053551316,2,0,2995,1,21.922191619873,0.5,0.00033665516501369
"46",46,1,6,"2023-10-13 12:15:00",720,0,-0.00158211239613593,2,0,3026,1,21.922191619873,0.5,NA
"47",47,1,7,"2023-10-13 12:15:00",720,0.00423847557976842,0.00423847557976842,2,0,2958,1,21.922191619873,0.5,0.00326774325401442
"48",48,1,8,"2023-10-13 12:15:00",720,0.0581574104726315,0.0581574104726315,2,0,2625,1,21.922191619873,0.5,0.0607675804932001
"49",49,1,1,"2023-10-13 12:30:00",680,0,-0.00116119219455868,2,0,2997,1,21.9439964294434,0.75,NA
"50",50,1,2,"2023-10-13 12:30:00",680,0.00201796204783022,0.00201796204783022,2,0,3007,1,21.9439964294434,0.75,0.000907080717646105
"51",51,1,3,"2023-10-13 12:30:00",680,0,-0.00544669339433312,2,0,3050,1,21.9439964294434,0.75,NA
"52",52,1,4,"2023-10-13 12:30:00",680,0,-0.0265257507562637,2,0,3174,1,21.9439964294434,0.75,NA
"53",53,1,5,"2023-10-13 12:30:00",680,0.000873545766808093,0.000873545766808093,2,0,2981,1,21.9439964294434,0.75,0.000155447949771389
"54",54,1,6,"2023-10-13 12:30:00",680,0,-0.00201262277550995,2,0,3029,1,21.9439964294434,0.75,NA
"55",55,1,7,"2023-10-13 12:30:00",680,0.00379043375141919,0.00379043375141919,2,0,2967,1,21.9439964294434,0.75,0.00245077397279135
"56",56,1,8,"2023-10-13 12:30:00",680,0.0751251205801964,0.0751251205801964,2,0,2511,1,21.9439964294434,0.75,0.0701385621868756
"57",57,1,1,"2023-10-13 12:30:00",720,0.00379427266307175,0.00379427266307175,2,0,2964,1,21.9439964294434,0.75,0.00279556710874923
"58",58,1,2,"2023-10-13 12:30:00",720,0.00333907245658338,0.00333907245658338,2,0,2981,1,21.9439964294434,0.75,0.00232032483169815
"59",59,1,3,"2023-10-13 12:30:00",720,0.00392504082992673,0.00392504082992673,2,0,2975,1,21.9439964294434,0.75,0.00293381666455879
"60",60,1,4,"2023-10-13 12:30:00",720,0,-0.0238374825567007,2,0,3184,1,21.9439964294434,0.75,NA
"61",61,1,5,"2023-10-13 12:30:00",720,0.00130396790336818,0.00130396790336818,2,0,2994,1,21.9439964294434,0.75,0.000438289064905012
"62",62,1,6,"2023-10-13 12:30:00",720,0,-0.00158211239613593,2,0,3026,1,21.9439964294434,0.75,NA
"63",63,1,7,"2023-10-13 12:30:00",720,0.00409164652228355,0.00409164652228355,2,0,2959,1,21.9439964294434,0.75,0.00311089365016477
"64",64,1,8,"2023-10-13 12:30:00",720,0.0579919442534447,0.0579919442534447,2,0,2626,1,21.9439964294434,0.75,0.0605972936911789
"65",65,1,1,"2023-10-13 12:45:00",680,0,-0.00116119219455868,2,0,3000,4,21.9658012390137,1,NA
"66",66,1,2,"2023-10-13 12:45:00",680,0.00259626400656998,0.00259626400656998,2,0,3005,3,21.9658012390137,1,0.00138198467917091
"67",67,1,3,"2023-10-13 12:45:00",680,0,-0.00530423084273934,2,0,3051,3,21.9658012390137,1,NA
"68",68,1,4,"2023-10-13 12:45:00",680,0,-0.0261149276047945,2,0,3173,3,21.9658012390137,1,NA
"69",69,1,5,"2023-10-13 12:45:00",680,0.000873545766808093,0.000873545766808093,2,0,2983,3,21.9658012390137,1,0.000155447949771389
"70",70,1,6,"2023-10-13 12:45:00",680,0,-0.00215601432137191,2,0,3032,3,21.9658012390137,1,NA
"71",71,1,7,"2023-10-13 12:45:00",680,0.0036440440453589,0.0036440440453589,2,0,2970,3,21.9658012390137,1,0.00231544159961986
"72",72,1,8,"2023-10-13 12:45:00",680,0.0752981677651405,0.0752981677651405,2,0,2513,4,21.9658012390137,1,0.0702960192278398
"73",73,1,1,"2023-10-13 12:45:00",720,0.004087517503649,0.004087517503649,2,0,2965,4,21.9658012390137,1,0.00310649319329031
"74",74,1,2,"2023-10-13 12:45:00",720,0.00392240285873413,0.00392240285873413,2,0,2979,3,21.9658012390137,1,0.00293102112309356
"75",75,1,3,"2023-10-13 12:45:00",720,0.00377902295440435,0.00377902295440435,2,0,2978,3,21.9658012390137,1,0.00277949016492369
"76",76,1,4,"2023-10-13 12:45:00",720,0,-0.0234279818832874,2,0,3183,3,21.9658012390137,1,NA
"77",77,1,5,"2023-10-13 12:45:00",720,0.00130396790336818,0.00130396790336818,2,0,2996,3,21.9658012390137,1,0.000438289064905012
"78",78,1,6,"2023-10-13 12:45:00",720,0,-0.00172569754067808,2,0,3029,3,21.9658012390137,1,NA
"79",79,1,7,"2023-10-13 12:45:00",720,0.00423847557976842,0.00423847557976842,2,0,2960,3,21.9658012390137,1,0.00326774325401442
"80",80,1,8,"2023-10-13 12:45:00",720,0.0579919442534447,0.0579919442534447,2,0,2629,4,21.9658012390137,1,0.0605972936911789
"81",81,1,1,"2023-10-13 13:00:00",680,0,-0.00101623218506575,2,0,2999,4,21.9767112731934,1.25,NA
"82",82,1,2,"2023-10-13 13:00:00",680,0.00201796204783022,0.00201796204783022,2,0,3009,3,21.9767112731934,1.25,0.000907080717646105
"83",83,1,3,"2023-10-13 13:00:00",680,0,-0.00530423084273934,2,0,3051,3,21.9767112731934,1.25,NA
"84",84,1,4,"2023-10-13 13:00:00",680,0,-0.0262518934905529,2,0,3174,3,21.9767112731934,1.25,NA
"85",85,1,5,"2023-10-13 13:00:00",680,0.00101929029915482,0.00101929029915482,2,0,2982,3,21.9767112731934,1.25,0.000228012065329602
"86",86,1,6,"2023-10-13 13:00:00",680,0,-0.00172569754067808,2,0,3029,3,21.9767112731934,1.25,NA
"87",87,1,7,"2023-10-13 13:00:00",680,0.00422992696985602,0.00422992696985602,2,0,2967,4,21.9767112731934,1.25,0.00286215133935497
"88",88,1,8,"2023-10-13 13:00:00",680,0.0754712894558907,0.0754712894558907,2,0,2512,4,21.9767112731934,1.25,0.0704535276511071
"89",89,1,1,"2023-10-13 13:00:00",720,0.00364772439934313,0.00364772439934313,2,0,2968,4,21.9767112731934,1.25,0.002641484846091
"90",90,1,2,"2023-10-13 13:00:00",720,0.00348483817651868,0.00348483817651868,2,0,2982,3,21.9767112731934,1.25,0.00247138901160807
"91",91,1,3,"2023-10-13 13:00:00",720,0.00392504082992673,0.00392504082992673,2,0,2977,3,21.9767112731934,1.25,0.00293381666455879
"92",92,1,4,"2023-10-13 13:00:00",720,0,-0.0234279818832874,2,0,3183,3,21.9767112731934,1.25,NA
"93",93,1,5,"2023-10-13 13:00:00",720,0.00173949543386698,0.00173949543386698,2,0,2993,3,21.9767112731934,1.25,0.000783744320752282
"94",94,1,6,"2023-10-13 13:00:00",720,0,-0.00115122681017965,2,0,3025,3,21.9767112731934,1.25,NA
"95",95,1,7,"2023-10-13 13:00:00",720,0.0046793119981885,0.0046793119981885,2,0,2957,3,21.9767112731934,1.25,0.00374246717027145
"96",96,1,8,"2023-10-13 13:00:00",720,0.0581574104726315,0.0581574104726315,2,0,2628,4,21.9767112731934,1.25,0.0607675804932001
"97",97,1,1,"2023-10-13 13:15:00",680,0,-0.00101623218506575,2,0,2999,4,21.9985160827637,1.5,NA
"98",98,1,2,"2023-10-13 13:15:00",680,0.00187351973727345,0.00187351973727345,2,0,3010,3,21.9985160827637,1.5,0.000795356269435512
"99",99,1,3,"2023-10-13 13:15:00",680,0,-0.00530423084273934,2,0,3051,3,21.9985160827637,1.5,NA
"100",100,1,4,"2023-10-13 13:15:00",680,0,-0.026388818398118,2,0,3175,3,21.9985160827637,1.5,NA
"101",101,1,5,"2023-10-13 13:15:00",680,0.000873545766808093,0.000873545766808093,2,0,2983,3,21.9985160827637,1.5,0.000155447949771389
"102",102,1,6,"2023-10-13 13:15:00",680,0,-0.00172569754067808,2,0,3029,3,21.9985160827637,1.5,NA
"103",103,1,7,"2023-10-13 13:15:00",680,0.00422992696985602,0.00422992696985602,2,0,2967,4,21.9985160827637,1.5,0.00286215133935497
"104",104,1,8,"2023-10-13 13:15:00",680,0.0752981677651405,0.0752981677651405,2,0,2513,4,21.9985160827637,1.5,0.0702960192278398
"105",105,1,1,"2023-10-13 13:15:00",720,0.00364772439934313,0.00364772439934313,2,0,2968,4,21.9985160827637,1.5,0.002641484846091
"106",106,1,2,"2023-10-13 13:15:00",720,0.00348483817651868,0.00348483817651868,2,0,2982,3,21.9985160827637,1.5,0.00247138901160807
"107",107,1,3,"2023-10-13 13:15:00",720,0.00363308028317988,0.00363308028317988,2,0,2979,3,21.9985160827637,1.5,0.00262614057499236
"108",108,1,4,"2023-10-13 13:15:00",720,0,-0.023564524948597,2,0,3184,3,21.9985160827637,1.5,NA
"109",109,1,5,"2023-10-13 13:15:00",720,0.00144910404924303,0.00144910404924303,2,0,2995,3,21.9985160827637,1.5,0.000547430690314687
"110",110,1,6,"2023-10-13 13:15:00",720,0,-0.00143853155896068,2,0,3027,3,21.9985160827637,1.5,NA
"111",111,1,7,"2023-10-13 13:15:00",720,0.00438537960872054,0.00438537960872054,2,0,2959,3,21.9985160827637,1.5,0.00342534550014701
